sku_interno,producto,marca,metros_totales,retailer,url,categoria,subcategoria
TC-037,Family Care Doble Hoja 22 m 4 un,Family Care,88,jumbo,https://www.jumbo.cl/papel-higienico-family-care-doble-hoja-22-m-4-un-2017471/p,Papel Higienico,Doble Hoja
TC-038,Rindemax Doble Hoja 22 m 4 un,Scott,88,jumbo,https://www.jumbo.cl/papel-higienico-rindemax-4-unid-22-m-c-u/p,Papel Higienico,Doble Hoja
TC-039,Elite Doble Hoja Ultra 50 m 8 un,Elite,400,jumbo,https://www.jumbo.cl/papel-higienico-elite-doble-hoja-8-unid-50-m-c-u/p,Papel Higienico,Doble Hoja
TC-040,Scott Premium Triple Hoja 19 m 24 un,Scott,456,jumbo,https://www.jumbo.cl/papel-hig-scott-premium-th-19m-24un-1934161/p,Papel Higienico,Triple Hoja
TC-041,Scott Premium Triple Hoja 40 m 8 un,Scott,320,jumbo,https://www.jumbo.cl/papel-higienico-scott-premium-th-4om-8un-2044413/p,Papel Higienico,Triple Hoja
TC-042,Elite Ultra Suave Doble Hoja 50 m 18 un,Elite,900,jumbo,https://www.jumbo.cl/papel-higienico-elite-ultra-doble-hoja-18-rollos-50-m-c-u/p,Papel Higienico,Doble Hoja
TC-043,Confort Rendiplus Doble Hoja 27 m 12 un,Confort,324,jumbo,https://www.jumbo.cl/confort-dh-rendiplus-12-un-1976167/p,Papel Higienico,Doble Hoja
TC-044,Scott Rindemax Doble Hoja 22 m 24 un,Scott,528,jumbo,https://www.jumbo.cl/papel-hig-scott-rindemax-dh-22mt-24un-1884799/p,Papel Higienico,Doble Hoja
TC-045,Favorita Soft Care Doble Hoja 50 m 12 un,Favorita,600,jumbo,https://www.jumbo.cl/paper-higienico-2036587/p,Papel Higienico,Doble Hoja
TC-046,Scott Rindemax Doble Hoja 21.3 m 16 un,Scott,340.8,jumbo,https://www.jumbo.cl/papel-higienico-2030989/p,Papel Higienico,Doble Hoja
TC-047,Elite Soft & Strong Triple Hoja 40 m 12 un,Elite,480,jumbo,https://www.jumbo.cl/ph-elite-soft-and-strong-th-40x12-1951027/p,Papel Higienico,Triple Hoja
TC-048,Scott Protect Care Doble Hoja 22 m 16 un,Scott,352,jumbo,https://www.jumbo.cl/papel-hig-scott-protect-car-dh-22mt-16un-1929044/p,Papel Higienico,Doble Hoja
TC-049,Elite Doble Hoja Ultra 50 m 4 un,Elite,200,jumbo,https://www.jumbo.cl/papel-higienico-elite-doble-hoja-4-rollos-50-m-c-u/p,Papel Higienico,Doble Hoja
TC-050,Elite Ultra Doble Hoja 40 m 18 un,Elite,720,jumbo,https://www.jumbo.cl/papel-higienico-ultra-doble-hoja-40-m-18-un-1894042/p,Papel Higienico,Doble Hoja
TC-051,Confort Doble Hoja 25 m 24 un,Confort,600,jumbo,https://www.jumbo.cl/papel-higienico-confort-dh-25mt-24un-1859327/p,Papel Higienico,Doble Hoja
TC-052,Family Care Doble Hoja 22 m 40 un,Family Care,880,jumbo,https://www.jumbo.cl/papel-higienico-f-and-c-dh-22mt-40un-2017470/p,Papel Higienico,Doble Hoja
TC-053,Family Care Doble Hoja 25 m 24 un,Family Care,600,jumbo,https://www.jumbo.cl/papel-higienico-f-and-c-dh-25mt-24un-2022179/p,Papel Higienico,Doble Hoja
TC-054,Elite Soft & Strong Triple Hoja 40 m 4 un,Elite,160,jumbo,https://www.jumbo.cl/ph-elite-soft-and-strong-th-40x4-1951028/p,Papel Higienico,Triple Hoja
TC-055,Family Care Doble Hoja 50 m 18 un,Family Care,900,jumbo,https://www.jumbo.cl/papel-higienico-f-and-c-dh-50mt-18un-2022183/p,Papel Higienico,Doble Hoja
TC-056,Family Care Una Hoja 50 m 8 un,Family Care,400,jumbo,https://www.jumbo.cl/papel-higienico-f-and-c-uh-50mt-8un-2022180/p,Papel Higienico,Hoja Simple
TC-057,Swan Mi Hogar 50 m 4 un,Swan,200,jumbo,https://www.jumbo.cl/papel-higienico-swan-mi-hogar-50mt-4un-1899135/p,Papel Higienico,Doble Hoja
TC-058,Confort Una Hoja 50 m 8 un,Confort,400,jumbo,https://www.jumbo.cl/papel-higienico-confort-una-hoja-8-rollos-50-m-c-u/p,Papel Higienico,Hoja Simple
TC-059,Family Care Triple Hoja 22 m 12 un,Family Care,264,jumbo,https://www.jumbo.cl/papel-higienico-f-and-c-th-22mt-12un-2022184/p,Papel Higienico,Triple Hoja
TC-060,Favorita Soft Care Doble Hoja 38 m 18 un,Favorita,684,jumbo,https://www.jumbo.cl/p-hig-favorita-soft-care-dh-38mt-18un-1936542/p,Papel Higienico,Doble Hoja
TC-061,Confort Súper Doble Hoja 40 m 8 un,Confort,320,jumbo,https://www.jumbo.cl/papel-higienico-doble-hoja-8-un-40-m-c-u/p,Papel Higienico,Doble Hoja
TC-062,Confort Doble Hoja 25 m 8 un,Confort,200,jumbo,https://www.jumbo.cl/papel-higienico-confort-dh-25mt-8un-1859326/p,Papel Higienico,Doble Hoja
TC-063,Confort Rendiplus Doble Hoja 20 m 6 un,Confort,120,jumbo,https://www.jumbo.cl/papel-higienico-2036249/p,Papel Higienico,Doble Hoja
TC-064,Elite Doble Hoja Ultra 25 m 24 un,Elite,600,jumbo,https://www.jumbo.cl/papel-hig-elite-ultra-dh-25mt-24un/p,Papel Higienico,Doble Hoja
TC-065,Favorita Acolchado Doble Hoja 22 m 4 un,Favorita,88,jumbo,https://www.jumbo.cl/papel-higienico-acolchado-doble-hoja-22-m-4-un-1888124/p,Papel Higienico,Doble Hoja
TC-066,Confort Doble Hoja 30 m 4 un,Confort,120,jumbo,https://www.jumbo.cl/papel-higienico-confort-doble-hoja-4-rollos-30-m-c-u/p,Papel Higienico,Doble Hoja
TC-067,Máxima Hoja Simple 120 m 8 un,Máxima,960,jumbo,https://www.jumbo.cl/papel-hig-max-8u-2026222/p,Papel Higienico,Hoja Simple
TC-068,Swan Black 40 m 12 un,Swan,480,jumbo,https://www.jumbo.cl/papel-higienico-2065782/p,Papel Higienico,Doble Hoja
TC-069,Favorita Acolchado 22 m 32 un,Favorita,704,jumbo,https://www.jumbo.cl/papel-higienico-fa-2084864/p,Papel Higienico,Doble Hoja
TC-070,Elite Ultra Suave Doble Hoja 50 m 9 un,Elite,450,jumbo,https://www.jumbo.cl/ph-elite-eco-50mx9-1865644/p,Papel Higienico,Doble Hoja
TC-071,Family Care Doble Hoja 50 m 8 un,Family Care,400,jumbo,https://www.jumbo.cl/papel-higienico-f-and-c-dh-50mt-8un-2022182/p,Papel Higienico,Doble Hoja
TC-072,Family Care Hoja Simple 100 m 8 un,Family Care,800,jumbo,https://www.jumbo.cl/papel-higienico-fc-uh-100-mt-8-un-2017474/p,Papel Higienico,Hoja Simple
TC-073,Family Care Doble Hoja 25 m 12 un,Family Care,300,jumbo,https://www.jumbo.cl/papel-higienico-f-y-c-dh-25mt-12un/p,Papel Higienico,Doble Hoja
TC-074,Nubelin Hoja Simple 120 m 8 un,Nubelin,960,unimarc,https://www.unimarc.cl/product/papel-hig-uh-nubelin-8x120-mt,Papel Higienico,Hoja Simple
TC-075,Confort Rendiplus Doble Hoja 18 m 4 un,Confort,72,unimarc,https://www.unimarc.cl/product/papel-hig-rendiplus-dh-confort-18mtx4,Papel Higienico,Doble Hoja
TC-076,Confort Una Hoja Familiar 120 m 8 un,Confort,960,unimarc,https://www.unimarc.cl/product/ph-familiar-confort-8-x-120-mt,Papel Higienico,Hoja Simple
TC-077,Nubelin Doble Hoja 22 m 40 un,Nubelin,880,unimarc,https://www.unimarc.cl/product/papel-hig-dh-nubelin-22mtx40-i,Papel Higienico,Doble Hoja
TC-078,Nubelin Doble Hoja 24 m 4 un,Nubelin,96,unimarc,https://www.unimarc.cl/product/papel-hig-dh-nubelin-24mtx4,Papel Higienico,Doble Hoja
TC-079,Elite Doble Hoja Ultra Suave 50 m 8 un,Elite,400,unimarc,https://www.unimarc.cl/product/papel-hig-elite-ultra-doble-hoja-8-u-50-m,Papel Higienico,Doble Hoja
TC-080,Favorita Sensación Doble Hoja 22 m 40 un,Favorita,880,unimarc,https://www.unimarc.cl/product/papel-hig-sensacion-dh-favorita-40x22-mt,Papel Higienico,Doble Hoja
TC-081,Confort Rendiplus Doble Hoja 27 m 12 un,Confort,324,unimarc,https://www.unimarc.cl/product/papel-hig-rendiplus-dh-confort-12x27-mt,Papel Higienico,Doble Hoja
TC-082,Confort Doble Hoja 22 m 40 un,Confort,880,unimarc,https://www.unimarc.cl/product/papel-hig-dh-confort-40x22-mt,Papel Higienico,Doble Hoja
TC-083,Confort Doble Hoja 22 m 24 un,Confort,528,unimarc,https://www.unimarc.cl/product/papel-hig-dh-confort-24x22-mt,Papel Higienico,Doble Hoja
TC-084,Elite Doble Hoja Ultra Suave 40 m 18 un,Elite,720,unimarc,https://www.unimarc.cl/product/papel-hig-ultra-dh-elite-40mtx18,Papel Higienico,Doble Hoja
TC-085,Noble Doble Hoja Super Pack 22 m 40 un,Noble,880,unimarc,https://www.unimarc.cl/product/papel-hig-dh-noble-40x22-mt,Papel Higienico,Doble Hoja
TC-086,Nubelin Hoja Simple 100 m 8 un,Nubelin,800,unimarc,https://www.unimarc.cl/product/papel-hig-uh-nubelin-100mtx8,Papel Higienico,Hoja Simple
TC-087,Confort Súper Doble Hoja 40 m 8 un,Confort,320,unimarc,https://www.unimarc.cl/product/papel-hig-super-dh-confort-8x40-mt,Papel Higienico,Doble Hoja
TC-088,Elite Doble Hoja Ultra Suave 50 m 4 un,Elite,200,unimarc,https://www.unimarc.cl/product/ph-ultra-dh-elite-4x50-mt,Papel Higienico,Doble Hoja
TC-089,Nubelin Doble Hoja 50 m 12 un,Nubelin,600,unimarc,https://www.unimarc.cl/product/papel-hig-dh-nubelin-12x50-mt,Papel Higienico,Doble Hoja
TC-090,Favorita Acolchado Doble Hoja 22 m 24 un,Favorita,528,unimarc,https://www.unimarc.cl/product/papel-hig-acolchad-dh-favorita-24x23-5mt,Papel Higienico,Doble Hoja
TC-091,Elite Doble Hoja Ultra Suave 25 m 4 un,Elite,100,unimarc,https://www.unimarc.cl/product/papel-hig-elite-ultra-4x25-mt,Papel Higienico,Doble Hoja
TC-092,Scott Rindemax Doble Hoja 50 m 4 un,Scott,200,unimarc,https://www.unimarc.cl/product/papel-hig-rindemax-dh-scott-50mtx4,Papel Higienico,Doble Hoja
TC-093,Elite Soft & Strong Triple Hoja 40 m 4 un,Elite,160,unimarc,https://www.unimarc.cl/product/papel-hig-soft-strong-th-elite-4x40-mt,Papel Higienico,Triple Hoja
TC-094,Nubelin Doble Hoja 22 m 24 un,Nubelin,528,unimarc,https://www.unimarc.cl/product/papel-hig-dh-nubelin-22mtx24,Papel Higienico,Doble Hoja
TC-095,Elite Soft & Strong Triple Hoja 40 m 12 un,Elite,480,unimarc,https://www.unimarc.cl/product/papel-hig-soft-strong-th-elite-12x40-mt,Papel Higienico,Triple Hoja
TC-096,Noble Doble Hoja 23 m 16 un,Noble,368,unimarc,https://www.unimarc.cl/product/papel-hig-dh-noble-16x23-mt,Papel Higienico,Doble Hoja
TC-097,Merkat Una Hoja 40 m 10 un,Merkat,400,unimarc,https://www.unimarc.cl/product/papel-hig-uh-merkat-40mtx10-2,Papel Higienico,Hoja Simple
TC-098,Favorita Soft Care 50 m 4 un,Favorita,200,unimarc,https://www.unimarc.cl/product/papel-hig-sofcare-favorita-50mtx4,Papel Higienico,Doble Hoja
TC-099,Nubelin Premium Doble Hoja 40 m 18 un,Nubelin,720,unimarc,https://www.unimarc.cl/product/papel-hig-premium-dh-nubelin-40mtx18,Papel Higienico,Doble Hoja
TC-100,Nubelin Doble Hoja 30 m 8 un,Nubelin,240,unimarc,https://www.unimarc.cl/product/papel-hig-dh-nubelin-30mtx8,Papel Higienico,Doble Hoja
TC-101,Confort Doble Hoja 25 m 24 un,Confort,600,tottus,https://www.tottus.cl/tottus-cl/articulo/110611809/ph-doble-hoja-confort-x24-und/110611811,Papel Higienico,Doble Hoja
TC-102,Elite Doble Hoja 50 m 8 un,Elite,400,tottus,https://www.tottus.cl/tottus-cl/articulo/110613449/papel-hig-dh-8-rollos-50-mt-elite/110613450,Papel Higienico,Doble Hoja
TC-103,Confort Una Hoja 100 m 8 un,Confort,800,tottus,https://www.tottus.cl/tottus-cl/articulo/110612103/papel-hig-uh-max-8-rollos-100-mt-confort/110612104,Papel Higienico,Hoja Simple
TC-104,Tottus Doble Hoja Soft 25 m 40 un,Tottus,1000,tottus,https://www.tottus.cl/tottus-cl/articulo/123891417/ph-doble-hoja-25mt-soft-tottus-40-un/123891418,Papel Higienico,Doble Hoja
TC-105,Tottus Doble Hoja Soft 25 m 16 un,Tottus,400,tottus,https://www.tottus.cl/tottus-cl/articulo/112989045/ph-doble-hoja-soft-tottus-16-un-x-25-mt/112989046,Papel Higienico,Doble Hoja
TC-106,Confort Rendiplus Doble Hoja 27 m 18 un,Confort,486,tottus,https://www.tottus.cl/tottus-cl/articulo/124677744/ph-rendiplus-27x18-confort/124677745,Papel Higienico,Doble Hoja
TC-107,Elite Ultra Doble Hoja 40 m 18 un,Elite,720,tottus,https://www.tottus.cl/tottus-cl/articulo/119823966/ph-ultra-dh-40x18-elite-und/119823967,Papel Higienico,Doble Hoja
TC-108,Scott Rindemax Doble Hoja 22 m 16 un,Scott,352,tottus,https://www.tottus.cl/tottus-cl/articulo/142243611/papel-higienico-rindemax-16x22-mts-scott/142243615,Papel Higienico,Doble Hoja
TC-109,Confort Doble Hoja 25 m 8 un,Confort,200,tottus,https://www.tottus.cl/tottus-cl/articulo/110610849/ph-dh-25m-confort-8-und/110610850,Papel Higienico,Doble Hoja
TC-110,Scott Rindemax Doble Hoja 22 m 6 un,Scott,132,tottus,https://www.tottus.cl/tottus-cl/articulo/120286360/papel-hig-scott-rindemax-22-mts-6-un/120286361,Papel Higienico,Doble Hoja
TC-111,Elite Soft & Strong Triple Hoja 40 m 12 un,Elite,480,tottus,https://www.tottus.cl/tottus-cl/articulo/118567768/ph-ph-softstrong-th-40x12-elite-und/118567769,Papel Higienico,Triple Hoja
TC-112,Favorita Acolchado Doble Hoja 25 m 40 un,Favorita,1000,tottus,https://www.tottus.cl/tottus-cl/articulo/125312485/papel-higenico-acolchado-dh-favorita-x40/125312488,Papel Higienico,Doble Hoja
TC-113,Scott Rindemax Doble Hoja 22 m 24 un,Scott,528,tottus,https://www.tottus.cl/tottus-cl/articulo/110616464/papel-hig-scott-rindemax-21-mts-24-un/110616465,Papel Higienico,Doble Hoja
TC-114,Noble Doble Hoja 22 m 40 un,Noble,880,tottus,https://www.tottus.cl/tottus-cl/articulo/120482069/ph-noble-dh-x40-noble-und/120482070,Papel Higienico,Doble Hoja
TC-115,Favorita Sensación Doble Hoja 22 m 4 un,Favorita,88,tottus,https://www.tottus.cl/tottus-cl/articulo/136303351/ph-sensacion-favorita-4-und-x-22-mts/136303352,Papel Higienico,Doble Hoja
TC-116,Swan Premium Doble Hoja 50 m 4 un,Swan,200,tottus,https://www.tottus.cl/tottus-cl/articulo/129395135/papel-higienico-swan-premium-4x50/129395136,Papel Higienico,Doble Hoja
TC-117,Noble Doble Hoja 23 m 16 un,Noble,368,tottus,https://www.tottus.cl/tottus-cl/articulo/112182856/papel-higienico-noble-23-m-x-16-und/112182857,Papel Higienico,Doble Hoja
TC-118,Scott Protect Care Doble Hoja 22 m 16 un,Scott,352,tottus,https://www.tottus.cl/tottus-cl/articulo/115855534/ph-scott-prot-care-22-mts-16-un/115855536,Papel Higienico,Doble Hoja
TC-119,Confort Doble Hoja 22 m 40 un,Confort,880,tottus,https://www.tottus.cl/tottus-cl/articulo/132866018/papel-higienico-confort-22m-x-40un/132866019,Papel Higienico,Doble Hoja
TC-120,Favorita Doble Hoja 22 m 40 un,Favorita,880,tottus,https://www.tottus.cl/tottus-cl/articulo/120217124/papel-higienico-22-m-x-40-und-favorita/120217125,Papel Higienico,Doble Hoja
TC-121,Elite Ultra Suave Doble Hoja 25 m 24 un,Elite,600,tottus,https://www.tottus.cl/tottus-cl/articulo/141162893/papel-higienico-elite-25mx24/141162895,Papel Higienico,Doble Hoja
TC-122,Elite Doble Hoja Ultra Suave 50 m 9 un,Elite,450,tottus,https://www.tottus.cl/tottus-cl/articulo/110611201/ph-doble-hoja-eco-elite-x9-und/110611202,Papel Higienico,Doble Hoja
TC-123,Elite Ultra Doble Hoja 25 m 12 un,Elite,300,tottus,https://www.tottus.cl/tottus-cl/articulo/119824036/ph-ph-elite-ultra-dh-25x12-elite-und/119824037,Papel Higienico,Doble Hoja
TC-124,Favorita Soft Care Aloe Vera Doble Hoja 38 m 18 un,Favorita,684,tottus,https://www.tottus.cl/tottus-cl/articulo/137258487/ph-softcare-aloe-vera-favorita-18-und/137258489,Papel Higienico,Doble Hoja
TC-125,Scott Premium Triple Hoja 40 m 4 un,Scott,160,tottus,https://www.tottus.cl/tottus-cl/articulo/147657868/papel-higie-premium-4x40mts-scott-und/147657869,Papel Higienico,Triple Hoja
TC-126,Favorita Acolchado Doble Hoja 25 m 24 un,Favorita,600,tottus,https://www.tottus.cl/tottus-cl/articulo/110618350/papel-higienico-acolchado-favorita-24/110618352,Papel Higienico,Doble Hoja
TC-127,Scott Premium Triple Hoja 19 m 24 un,Scott,456,tottus,https://www.tottus.cl/tottus-cl/articulo/117696107/ph-scott-premium-19-mts-24-un/117696108,Papel Higienico,Triple Hoja
TC-128,Elite Soft & Strong Triple Hoja 40 m 4 un,Elite,160,tottus,https://www.tottus.cl/tottus-cl/articulo/141162873/papel-higienico-elite-40mx4/141162877,Papel Higienico,Triple Hoja
TC-129,Confort Hoja Simple 50 m 8 un,Confort,400,tottus,https://www.tottus.cl/tottus-cl/articulo/144745503/papel-higienico-confort-50mx8/144745504,Papel Higienico,Hoja Simple
TC-130,Confort Doble Hoja 20 m 4 un,Confort,80,acuenta,https://www.acuenta.cl/p/papel-higienico-doble-hoja-20-metros-4-un-confort-901918,Papel Higienico,Doble Hoja
TC-131,Confort Doble Hoja 22 m 40 un,Confort,880,acuenta,https://www.acuenta.cl/p/papel-higienico-doble-hoja-22-metros-40-un-confort-1103955,Papel Higienico,Doble Hoja
TC-132,Acuenta Doble Hoja 22 m 40 un,Acuenta,880,acuenta,https://www.acuenta.cl/p/papel-higienico-doble-hoja-22-metros-40-un-acuenta-4774403,Papel Higienico,Doble Hoja
TC-133,Noble Doble Hoja 22 m 40 un,Noble,880,acuenta,https://www.acuenta.cl/p/papel-higienico-doble-hoja-22-m-40-un-noble-4482278,Papel Higienico,Doble Hoja
TC-134,Confort Max Una Hoja 100 m 8 un,Confort,800,acuenta,https://www.acuenta.cl/p/papel-higienico-max-una-hoja-100-m-8-un-confort-309377,Papel Higienico,Hoja Simple
TC-135,Lider Familiar Doble Hoja 22 m 40 un,Lider,880,acuenta,https://www.acuenta.cl/p/papel-higienico-familiar-doble-hoja-22-m-40-un-lider-1091010,Papel Higienico,Doble Hoja
TC-136,Favorita Sensación Doble Hoja 22 m 40 un,Favorita,880,acuenta,https://www.acuenta.cl/p/papel-higienico-sensacion-doble-hoja-22-m-40-un-favorita-1358801,Papel Higienico,Doble Hoja
TC-137,Confort Doble Hoja 30 m 8 un,Confort,240,acuenta,https://www.acuenta.cl/p/papel-higienico-doble-hoja-30-m-8-un-confort-4524518,Papel Higienico,Doble Hoja
TC-138,Confort Rendiplus Doble Hoja 27 m 18 un,Confort,486,acuenta,https://www.acuenta.cl/p/papel-higienico-rendiplus-doble-hoja-27-m-18-un-confort-4528517,Papel Higienico,Doble Hoja
TC-139,Lider Una Hoja 100 m 8 un,Lider,800,acuenta,https://www.acuenta.cl/p/papel-higienico-una-hoja-100-m-8-un-lider-916156,Papel Higienico,Hoja Simple
TC-140,Confort Doble Hoja 50 m 12 un,Confort,600,acuenta,https://www.acuenta.cl/p/papel-higienico-doble-hoja-50-mts-cu-paquete-12-un-confort-395004,Papel Higienico,Doble Hoja
TC-141,Confort Doble Hoja 45 m 4 un,Confort,180,acuenta,https://www.acuenta.cl/p/papel-higienico-confort-doble-hoja-45m-x4-4-un-confort-4938078,Papel Higienico,Doble Hoja
TC-142,Noble Doble Hoja 32 m 6 un,Noble,192,acuenta,https://www.acuenta.cl/p/papel-higienico-doble-hoja-32-m-6-un-noble-883368,Papel Higienico,Doble Hoja
TC-143,Lider Doble Hoja 50 m 12 un,Lider,600,acuenta,https://www.acuenta.cl/p/papel-higienico-doble-hoja-50-m-12-un-lider-1020215,Papel Higienico,Doble Hoja
TC-144,Elite Doble Hoja Ultra 50 m 8 un,Elite,400,acuenta,https://www.acuenta.cl/p/papel-higienico-doble-hoja-ultra-50-mts-8-un-marca-elite-475492,Papel Higienico,Doble Hoja
TC-145,Lider Familiar Doble Hoja 22 m 40 un,Lider,880,knasta,https://knasta.cl/detail/lider_supermercado/00780465334132/papel-higienico-familiar-doble-hoja-22-m-40-un-lider,Papel Higienico,Doble Hoja
TC-146,Elite Doble Hoja 45 m 4 un,Elite,180,knasta,https://knasta.cl/detail/lider_supermercado/00780650050779/papel-higienico-doble-hoja-45-metros-4-un-elite,Papel Higienico,Doble Hoja
